success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,6083,"13°17'58.9"" N","108°22'21.0"" E","13°17'32.7"" N","108°23'20.9"" E",73.29135131835938,0.5220545480935437,0.17530740054301627,0.16136717663725453,0.4621212121212121,0.10082644628099173,0.1655359565807327,0.15296841099086392
True,6084,"13°17'59.8"" N","108°23'51.6"" E","13°17'48.2"" N","108°25'02.3"" E",75.89584350585938,0.5581597222222222,0.2691579807475803,0.18522573214196683,1.0,0.11458333333333333,0.205607476635514,0.5836097222222223
True,6085,"13°18'00.7"" N","108°25'22.1"" E","13°17'28.7"" N","108°26'37.8"" E",76.32623291015625,0.5948779782868483,0.4291433007629779,0.18724402024584205,0.8129032258064516,0.2179930795847751,0.3437926330150068,0.32960527210815727
True,6086,"13°18'01.6"" N","108°26'52.6"" E","13°17'58.7"" N","108°27'15.5"" E",77.18386840820312,0.5607476635514018,0.30605391802244286,0.14768085437627634,1.0,0.11962616822429907,0.21368948247078462,0.5842476635514021
True,6087,"13°18'02.5"" N","108°28'23.1"" E","13°17'47.0"" N","108°29'41.8"" E",76.32623291015625,0.6533665835411471,0.36769207785082053,0.16232206720154405,1.0,0.30423940149625933,0.4665391969407266,0.6672665835411471
True,6088,"13°18'03.4"" N","108°29'53.6"" E","13°17'19.8"" N","108°30'14.5"" E",75.03195190429688,0.5492091388400703,0.28055839034490637,0.14114379175641312,1.0,0.09666080843585237,0.17628205128205127,0.5748591388400702
True,6089,"13°18'04.3"" N","108°31'24.1"" E","13°17'24.5"" N","108°31'54.0"" E",74.16378784179688,0.5339266476949684,0.26148634147827593,0.1815976230452358,1.0,0.08611599297012303,0.15857605177993528,0.202551724644916
True,6090,"13°18'05.2"" N","108°32'54.6"" E","13°17'28.3"" N","108°34'00.4"" E",77.18386840820312,0.5521201413427562,0.25161411911176274,0.2296837678560782,1.0,0.10247349823321555,0.1858974358974359,0.5774701413427563
True,6091,"13°18'06.1"" N","108°34'25.1"" E","13°17'40.8"" N","108°34'50.1"" E",76.32623291015625,0.5839243498817966,0.283795217742627,0.19247116694027244,1.0,0.16548463356973994,0.2839756592292089,0.6015243498817967
True,6092,"13°18'06.9"" N","108°35'55.7"" E","13°17'40.7"" N","108°37'10.4"" E",75.46441650390625,0.5528541226215645,0.2396387869225551,0.2012073827407231,0.0,0.0,0.0,0.5740041226215644
True,6093,"13°18'07.8"" N","108°37'26.2"" E","13°16'33.7"" N","108°37'26.2"" E",74.16378784179688,0.7457207732826335,0.17462152932659708,0.1483099779820801,0.08756756756756756,0.745398773006135,0.1567236375362786,0.1739108826894867
True,6094,"13°18'08.6"" N","108°38'56.7"" E","13°17'10.4"" N","108°39'28.6"" E",69.7569580078125,0.6754064181871882,0.14114164873480778,0.19706077423143936,0.1802252816020025,0.46153846153846156,0.2592259225922592,0.2977831957633548
True,6095,"13°18'09.5"" N","108°40'27.2"" E","13°18'07.5"" N","108°41'36.0"" E",70.64739990234375,0.5665525088527225,0.09789291906552916,0.28419901189903796,0.6976744186046512,0.13856812933025403,0.23121387283236994,0.33438671661217767
True,6096,"13°18'10.3"" N","108°41'57.7"" E","13°17'19.8"" N","108°42'30.6"" E",70.2027587890625,0.5622119815668203,0.2175652397279052,0.22730577106852354,1.0,0.12211981566820276,0.21765913757700203,0.5812119815668203
True,6097,"13°18'11.1"" N","108°43'28.3"" E","13°16'35.0"" N","108°44'56.0"" E",70.64739990234375,0.5548098667197493,0.2559837119867584,0.23376298105563492,0.6,0.21794871794871795,0.31974921630094044,0.2326339489553334
True,6098,"13°18'11.9"" N","108°44'58.8"" E","13°16'41.7"" N","108°45'54.6"" E",74.59841918945312,0.6365503080082136,0.27528227435682473,0.2152074582672166,1.0,0.27104722792607805,0.4264943457189015,0.6542503080082132
True,6099,"13°18'12.7"" N","108°46'29.3"" E","13°17'01.9"" N","108°47'35.1"" E",73.29135131835938,0.5662790697674418,0.17707861796604585,0.1877900040086251,1.0,0.13023255813953488,0.23045267489711932,0.5849290697674421
True,6100,"13°18'13.5"" N","108°47'59.9"" E","13°17'54.1"" N","108°48'29.8"" E",69.7569580078125,0.594168073912293,0.16657101448678502,0.1923117037048923,0.2098092643051771,0.22318840579710145,0.2162921348314607,0.2609822237400993
True,6123,"13°15'55.5"" N","107°35'37.7"" E","13°14'34.0"" N","107°35'37.7"" E",82.6622314453125,0.5069875828090149,0.3721747450858512,0.1601987363333515,0.19202898550724637,0.17096774193548386,0.18088737201365185,0.13854388974643542
True,6124,"13°15'56.7"" N","107°37'08.2"" E","13°15'42.2"" N","107°38'23.9"" E",83.0770263671875,0.5554323725055432,0.46545190408733306,0.16982058644299874,0.0,0.0,0.0,0.5754823725055432
